doc_id,f_01_past_tense,f_02_perfect_aspect,f_03_present_tense,f_04_place_adverbials,f_05_time_adverbials,f_06_first_person_pronouns,f_07_second_person_pronouns,f_08_third_person_pronouns,f_09_pronoun_it,f_10_demonstrative_pronoun,f_11_indefinite_pronouns,f_12_proverb_do,f_13_wh_question,f_14_nominalizations,f_15_gerunds,f_16_other_nouns,f_17_agentless_passives,f_18_by_passives,f_19_be_main_verb,f_20_existential_there,f_21_that_verb_comp,f_22_that_adj_comp,f_23_wh_clause,f_24_infinitives,f_25_present_participle,f_26_past_participle,f_27_past_participle_whiz,f_28_present_participle_whiz,f_29_that_subj,f_30_that_obj,f_31_wh_subj,f_32_wh_obj,f_33_pied_piping,f_34_sentence_relatives,f_35_because,f_36_though,f_37_if,f_38_other_adv_sub,f_39_prepositions,f_40_adj_attr,f_41_adj_pred,f_42_adverbs,f_43_type_token,f_44_mean_word_length,f_45_conjuncts,f_46_downtoners,f_47_hedges,f_48_amplifiers,f_49_emphatics,f_50_discourse_particles,f_51_demonstratives,f_52_modal_possibility,f_53_modal_necessity,f_54_modal_predictive,f_55_verb_public,f_56_verb_private,f_57_verb_suasive,f_58_verb_seem,f_59_contractions,f_60_that_deletion,f_61_stranded_preposition,f_62_split_infinitve,f_63_split_auxiliary,f_64_phrasal_coordination,f_65_clausal_coordination,f_66_neg_synthetic,f_67_neg_analytic
BIO.G0.01.1.txt,16.147635524798154,7.497116493656286,51.13417916186083,3.0757400999615534,3.8446751249519417,0,0,7.304882737408689,12.110726643598616,3.0757400999615534,0.3844675124951942,0.1922337562475971,1.1534025374855825,21.91464821222607,4.036908881199539,282.39138792772013,12.879661668589005,2.499038831218762,29.027297193387156,2.1145713187235677,2.306805074971165,0.5767012687427913,0.1922337562475971,13.84083044982699,2.6912725874663592,0,1.7301038062283738,0.9611687812379854,4.998077662437524,0.1922337562475971,0.9611687812379854,0,0,2.1145713187235677,1.1534025374855825,0.7689350249903883,2.1145713187235677,9.996155324875048,117.45482506728182,79.20030757400998,1.5378700499807767,75.16339869281046,0.7406418278142798,5.129170731707317,5.959246443675509,3.2679738562091503,0,1.7301038062283738,11.341791618608228,0.1922337562475971,10.765090349865437,6.920415224913495,0.3844675124951942,5.959246443675509,3.0757400999615534,5.959246443675509,3.4602076124567476,0.7689350249903883,0,0,0,0.1922337562475971,4.805843906189927,10.188389081122645,5.574778931180315,1.3456362937331796,4.2291426374471355
BIO.G0.28.1.txt,46.7412771560237,1.9749835418038184,32.91639236339697,3.949967083607637,1.3166556945358787,8.558262014483212,0,5.266622778143515,5.924950625411455,3.291639236339697,0,0,0,19.091507570770244,1.9749835418038184,312.04739960500325,23.041474654377883,1.9749835418038184,26.991441737985518,2.6333113890717574,4.608294930875576,1.3166556945358787,0.6583278472679394,11.19157340355497,0,0,5.924950625411455,0.6583278472679394,1.9749835418038184,1.3166556945358787,0,0,1.3166556945358787,1.3166556945358787,1.9749835418038184,0.6583278472679394,7.2416063199473335,9.874917709019092,132.98222514812377,53.982883475971036,0,42.13298222514812,0.6322930759518723,5.109979633401222,6.583278472679394,1.3166556945358787,0.6583278472679394,0.6583278472679394,7.2416063199473335,0,11.19157340355497,3.949967083607637,1.9749835418038184,1.9749835418038184,2.6333113890717574,14.483212639894667,3.291639236339697,0,0,0,0,0,1.9749835418038184,9.216589861751151,5.266622778143515,4.608294930875576,5.266622778143515
CEE.G1.06.1.txt,17.58957654723127,0,34.52768729641694,7.817589576547231,1.3029315960912053,1.9543973941368078,2.6058631921824107,13.029315960912053,7.49185667752443,9.446254071661237,0,2.280130293159609,0,32.57328990228013,12.052117263843648,242.34527687296418,16.612377850162865,1.6286644951140066,19.543973941368076,1.6286644951140066,1.3029315960912053,0,0.9771986970684039,21.172638436482085,1.3029315960912053,0,1.6286644951140066,2.280130293159609,3.583061889250814,0,1.9543973941368078,0.32573289902280134,0.32573289902280134,0,0.6514657980456027,0,4.885993485342019,8.469055374592834,109.77198697068404,48.8599348534202,0,62.21498371335505,0.6670582295523393,4.639672131147541,1.6286644951140066,1.9543973941368078,0,4.234527687296417,4.234527687296417,0,19.543973941368076,6.840390879478828,1.9543973941368078,16.612377850162865,1.6286644951140066,5.863192182410423,6.840390879478828,0.6514657980456027,0.9771986970684039,0,0,1.3029315960912053,6.188925081433224,7.166123778501628,3.583061889250814,0,4.234527687296417
ECO.G2.02.1.txt,4.372267332916927,0.6246096189881324,71.83010618363522,0.6246096189881324,1.2492192379762648,13.741411617738912,0,7.495315427857589,3.123048094940662,4.996876951905059,0,1.2492192379762648,0,53.71642723297939,2.4984384759525295,294.81574016239847,11.867582760774516,1.8738288569643973,22.485946283572765,1.8738288569643973,3.123048094940662,1.2492192379762648,1.8738288569643973,15.61524047470331,1.2492192379762648,0,4.996876951905059,0,1.2492192379762648,0,1.2492192379762648,0,2.4984384759525295,1.8738288569643973,0,0.6246096189881324,4.372267332916927,8.744534665833854,88.06995627732667,61.211742660836975,0.6246096189881324,52.46720799500312,0.6580717459229278,5.150564617314931,4.372267332916927,1.8738288569643973,0,0.6246096189881324,3.7476577139287945,0,10.618363522798251,14.990630855715178,0,4.372267332916927,6.246096189881324,24.984384759525295,1.8738288569643973,0,0,0.6246096189881324,1.8738288569643973,0,3.7476577139287945,4.996876951905059,4.996876951905059,0.6246096189881324,6.246096189881324
EDU.G1.12.1.txt,35.56485355648536,4.184100418410042,38.15501095835823,1.5939430165371589,0.8965929468021518,10.858736800159395,1.9924287706714485,19.824666268180913,3.3871289101414623,3.984857541342897,0.09962143853357243,2.291293086272166,0.9962143853357243,33.77166766288105,22.912930862721655,236.2024307631002,16.138673042438732,0.3984857541342897,25.90157401872883,1.5939430165371589,5.877664873480773,0.3984857541342897,2.092050209205021,21.119744969117356,1.892807332137876,0,5.080693365212194,2.390914524805738,5.180314803745766,1.4943215780035866,2.8890217174736,0.09962143853357243,0.5977286312014345,1.0958358238692967,0.3984857541342897,0.6973500697350069,2.1916716477385934,10.559872484558678,108.28850368599323,47.3201833034469,0.5977286312014345,57.28232715680414,0.6967824343912348,5.179435887177435,3.3871289101414623,1.9924287706714485,0.19924287706714486,0.9962143853357243,13.94700139470014,0.09962143853357243,18.03148037457661,7.471607890017932,1.892807332137876,8.368200836820083,3.3871289101414623,21.219366407650927,3.088264594540745,0.5977286312014345,0.09962143853357243,0.09962143853357243,0.09962143853357243,0.19924287706714486,5.080693365212194,13.54851564056585,7.571229328551504,0.6973500697350069,5.379557680812911
ENG.G0.19.2.txt,16.7727009832273,2.313475997686524,55.523423944476576,2.891844997108155,4.048582995951417,12.724117987275882,0,64.19895893580103,9.253903990746096,2.891844997108155,4.626951995373048,0.578368999421631,0,39.907460960092536,9.832272990167727,223.82880277617122,3.470213996529786,0,16.7727009832273,1.156737998843262,2.891844997108155,0,1.156737998843262,24.291497975708502,2.313475997686524,0,1.156737998843262,2.313475997686524,0.578368999421631,1.735106998264893,1.156737998843262,0.578368999421631,2.891844997108155,0,0,0.578368999421631,0.578368999421631,15.037593984962406,119.72238288027762,55.523423944476576,1.735106998264893,27.761711972238288,0.6760674846625767,4.913196480938416,2.313475997686524,1.156737998843262,0.578368999421631,2.313475997686524,1.156737998843262,0,6.940427993059572,2.891844997108155,0,0.578368999421631,2.891844997108155,24.869866975130133,4.626951995373048,2.313475997686524,0.578368999421631,1.156737998843262,0.578368999421631,0.578368999421631,0.578368999421631,20.242914979757085,7.518796992481203,2.313475997686524,4.048582995951417
ENG.G0.49.1.txt,9.37766410912191,1.7050298380221653,82.69394714407503,1.7050298380221653,0,17.050298380221655,0,21.312872975277067,6.820119352088661,1.7050298380221653,8.525149190110827,5.115089514066496,0.8525149190110827,37.51065643648764,3.4100596760443307,242.1142369991475,7.672634271099745,2.557544757033248,40.92071611253197,9.37766410912191,5.967604433077579,0,0.8525149190110827,16.19778346121057,2.557544757033248,0,2.557544757033248,1.7050298380221653,2.557544757033248,0,0,0,2.557544757033248,0.8525149190110827,3.4100596760443307,0.8525149190110827,0.8525149190110827,11.082693947144074,111.67945439045184,40.068201193520885,0,71.61125319693095,0.7251117318435755,4.772413793103448,5.115089514066496,5.115089514066496,0.8525149190110827,1.7050298380221653,6.820119352088661,0,9.37766410912191,3.4100596760443307,0,3.4100596760443307,6.820119352088661,4.262574595055414,0.8525149190110827,5.115089514066496,2.557544757033248,0.8525149190110827,0,0,6.820119352088661,11.935208866155158,10.230179028132993,6.820119352088661,6.820119352088661
HIS.G1.07.1.txt,32.07331042382589,4.581901489117985,30.927835051546392,4.581901489117985,2.2909507445589923,2.2909507445589923,0,19.473081328751434,10.309278350515465,1.1454753722794961,1.1454753722794961,0,1.1454753722794961,33.21878579610539,2.2909507445589923,262.3138602520046,12.600229095074456,0,18.32760595647194,1.1454753722794961,3.4364261168384878,0,0,6.8728522336769755,0,1.1454753722794961,4.581901489117985,0,2.2909507445589923,0,3.4364261168384878,2.2909507445589923,2.2909507445589923,2.2909507445589923,0,0,0,16.036655211912944,145.475372279496,83.61970217640321,4.581901489117985,54.982817869415804,0.7332748739990278,5.360884749708964,5.727376861397479,3.4364261168384878,4.581901489117985,0,6.8728522336769755,0,11.454753722794958,8.018327605956472,1.1454753722794961,4.581901489117985,2.2909507445589923,19.473081328751434,3.4364261168384878,1.1454753722794961,0,0,0,0,3.4364261168384878,4.581901489117985,5.727376861397479,0,3.4364261168384878
IOE.G1.10.2.txt,1.3315579227696406,1.3315579227696406,54.59387483355526,0,1.3315579227696406,1.3315579227696406,0,7.989347536617843,10.652463382157125,7.989347536617843,0,1.3315579227696406,0,51.93075898801598,5.326231691078562,251.66444740346205,23.968042609853526,2.663115845539281,18.64181091877497,1.3315579227696406,1.3315579227696406,0,0,14.647137150466046,1.3315579227696406,0,5.326231691078562,2.663115845539281,3.9946737683089215,0,1.3315579227696406,0,0,0,0,0,1.3315579227696406,14.647137150466046,130.49267643142477,57.256990679094535,0,34.62050599201065,0.6695543035898682,5.185185185185185,7.989347536617843,1.3315579227696406,0,0,2.663115845539281,0,3.9946737683089215,9.320905459387484,2.663115845539281,11.984021304926763,2.663115845539281,2.663115845539281,3.9946737683089215,0,0,0,0,0,2.663115845539281,17.310252996005325,1.3315579227696406,0,1.3315579227696406
LIN.G1.06.1.txt,27.306967984934087,1.4124293785310735,49.43502824858757,3.766478342749529,1.8832391713747645,20.715630885122412,0.4708097928436911,7.062146892655367,13.182674199623353,10.357815442561206,1.4124293785310735,0.9416195856873822,0,31.073446327683616,5.649717514124294,200.56497175141243,11.299435028248588,0.4708097928436911,30.602636534839924,3.2956685499058382,5.649717514124294,0.4708097928436911,1.8832391713747645,10.357815442561206,0.9416195856873822,0,5.178907721280603,2.3540489642184554,1.8832391713747645,0,0,0,1.4124293785310735,4.708097928436911,0.9416195856873822,2.824858757062147,0.4708097928436911,14.124293785310734,112.05273069679849,69.6798493408663,0.4708097928436911,87.09981167608287,0.7210255549572979,4.986057692307693,10.828625235404896,4.708097928436911,0,0.9416195856873822,9.416195856873822,0,7.532956685499058,6.120527306967984,0,3.2956685499058382,5.649717514124294,16.949152542372882,2.824858757062147,2.3540489642184554,0.4708097928436911,0,1.8832391713747645,0,4.237288135593221,3.766478342749529,5.649717514124294,2.3540489642184554,8.945386064030131
